WO#,Full Asset Number,Asset Number,Asset Description,Owning Department Code,Description,Description_google_translated,Created By,Creation Date,Scheduled Start Date,Scheduled Completion Date,Operation Seq Num,Operation Start Date,Department Code,Description,Resource Seq Num,Resource,Est Hours,Assigned Units SUM,Completed Hours,Quantity Open,Date Completed,Actual Start Date,Last Update Date,User Name,WO Status,Work Order Status,Priority Disp,Plan Maintenance,Work Order Type Disp,Shutdown Type Disp,Activity,ACTIVITY TYPE,Activity Source Meaning,Activity Cause Disp,Tagout Required,Attribute2,Requirement Code,Parent Work Order,Child Work Order,Relationship Type,Relationship Status Code,Creation Date,Completion Comments,Comments Continued1,Comments Continued2
3074864,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,COMPLETAR AIRE POSICION 4.,COMPLETE AIR POSITION 4.,37814,29-Feb-16,29-Feb-16,29-Feb-16,10,2/29/2016 13:16,MM9,COMPLETAR AIRE POSICION 4.,10,MMTYRE,1,1,3,-2,29-Feb-16,29-Feb-16,14-Mar-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,SR-Service,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,COMPLETADA.,NULL,NULL
3076103,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CAMBIO DE LLANTAS POSICION 1 Y 2 POR ROTACION,POSITION 1 AND 2 ROTATION TIRES CHANGE,36886,01-Mar-16,08-Mar-16,08-Mar-16,10,03-08-16 11:00,MM9,CAMBIO DE LLANTAS POSICION 1 Y 2 POR ROTACION,10,MMTYRE,24,3,18,6,09-Mar-16,09-Mar-16,22-Mar-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789CPV076,RE-Replace,Production,Normal,N,NULL,DEL INC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3080522,PV1-1123-TRH0403-ENG,403,ENGINE HAULTRUCK CATERPILLAR 789C 403,MM3,"AJUSTAR VALVULAS, ROTADORES Y/O INYECTORES AL MOTOR TERMICO (CAT789C)","ADJUST VALVES, ROTATORS AND / OR INJECTORS TO THE THERMAL ENGINE (CAT789C)",30796,03-Mar-16,08-Mar-16,08-Mar-16,10,03-08-16 9:55,MM3,"AJUSTAR VALVULAS, ROTADORES Y/O INYECTORES AL MOTOR TERMICO (CAT789C)",10,MMTECH,16,2,20,-4.33,08-Mar-16,08-Mar-16,22-Mar-16,ERNESTOPEREZ,Closed,Closed,4 - Due more than 30 days,N,PM - Preventative,Required,CAT789CPV200,AD-Adjust,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,"AJUSTAR VALVULAS, ROTADORES Y/O INYECTORES AL MOTOR TERMICO (CAT789C)",NULL,NULL
3080595,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,MANTENIMIENTO PREVENTIVO CADA 500HRS,PREVENTIVE MAINTENANCE EACH 500HRS,21711,03-Mar-16,05-Apr-16,05-Apr-16,35,04-05-16 4:00,MM9,INSPECCION DE LLANTAS,35,MMTYRE,2,2,1,1.34,05-Apr-16,05-Apr-16,19-Apr-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789CPV003,SR-Service,Production,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,se inspeccionaron todas las llantas,NULL,NULL
3080611,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,INSPECCION PREVENTIVA CADA 250HRS,PREVENTIVE INSPECTION EVERY 250HRS,21711,03-Mar-16,04-Jun-16,04-Jun-16,10,06-04-16 12:31,MM10,LAVADO DE EQUIPO PARA MANTENIMIENTO,10,MMTECH,2,2,NULL,2,20-Apr-16,20-Apr-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789CPV008,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,"no se realizo la inspeccion preventiva, se realizara un mp de 500 horas en el plan semana 18",NULL,NULL
3080635,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,MANTENIMIENTO PREVENTIVO CADA 1000HRS,PREVENTIVE MAINTENANCE EVERY 1000HRS,21711,03-Mar-16,01-May-16,01-May-16,30,05-01-16 9:30,MM3,1000HR MANTTO PREVENTIVO,10,MMTECH,20,2,20,NULL,01-May-16,01-May-16,20-May-16,EDMENA,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789CPV004,SR-Service,Production,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,MANTENIMIENTO PREVENTIVO CADA 1000HRS,NULL,NULL
3080845,PV1-1123-TRH0403-ACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,INSPECCION A/C EN INSP. 4000 HRS,INSPECTION A / C IN INSP.†4000 HRS,30796,03-Mar-16,08-Mar-16,08-Mar-16,10,03-08-16 11:38,MM12,INSPECCION DE A/C EN PM 4000 HRS,10,MMTEDI,1,1,1,NULL,08-Mar-16,08-Mar-16,22-Mar-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,IN-Inspection,Production,Normal,N,NULL,REVIEW,3080845,3085881,Followup Work,Pending,08-Mar-16,INSPECCION A/C EN INSP. 4000 HRS,NULL,NULL
3080872,PV1-1123-TRH0403-FIRE,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 4000 HRS),INSPECTION FIRE SYSTEM AFEX (PM 4000 HRS),30796,03-Mar-16,08-Mar-16,08-Mar-16,10,03-08-16 12:26,MM12,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 4000 HRS),10,MMTEDI,2,2,7,-5,09-Mar-16,08-Mar-16,22-Mar-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se concluy¢ con el mantenimiento de 4000 horas del sistema contra incendios AFEX,NULL,NULL
3081710,PV1-1123-TRH0403-HYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,AJUSTAR TOMA DE MUESTRAS DE DIRECCI?N,ADJUSTING STEERING SAMPLES,37470,04-Mar-16,04-Mar-16,04-Mar-16,10,03-04-16 12:29,MM3,AJUSTAR TOMA DE MUESTRAS DE DIRECCI?N,10,MMTECH,1,2,1,NULL,03-Mar-16,03-Mar-16,18-Mar-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,AD-Adjust,Property,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,sE AJUST? TOMA DE MUESTRA DE DIRECCI?N,NULL,NULL
3082415,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CAMBIAR LLANTA POSICION 4. POR CORTE EN EL LATERAL.,CHANGE PLATE POSITION 4. BY CUT ON SIDE.,37814,05-Mar-16,05-Mar-16,05-Mar-16,10,03-05-16 19:08,MM9,CAMBIAR LLANTA POSICION 4. POR CORTE EN EL LATERAL.,10,MMTYRE,12,3,15,-3,05-Mar-16,05-Mar-16,21-Mar-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,SE CAMBIO LLANTA POSICION 4 POR CORTE LATERAL USADA Y SE INSPECCIONARON LAS DEMAS.,NULL,NULL
3085881,PV1-1123-TRH0403-ACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,REEMPLAZAR SWITCH DE PRESION ALTA Y BAJA. SISTEMA A/C. ORDEN SEGUIMIENTO; 3080845,REPLACE HIGH AND LOW PRESSURE SWITCH.†SYSTEM A / C.†ORDER TRACKING;†3080845,37814,08-Mar-16,08-Mar-16,08-Mar-16,10,03-08-16 19:57,MM12,REEMPLAZAR SWITCH DE PRESION ALTA Y BAJA. SISTEMA A/C. ORDEN SEGUIMIENTO; 3080845,10,MMTEDI,1,1,1,NULL,08-Mar-16,08-Mar-16,22-Mar-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,REALIZADO! VICENTE MARTE.,NULL,NULL
3085897,PV1-1123-TRH0403-ACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,REEMPLAZAR MANGUERA DE ALTA. SISTEMA A/C.,REPLACE HIGH HOSE.†SYSTEM A / C.,37814,08-Mar-16,08-Mar-16,08-Mar-16,10,03-08-16 21:00,MM3,REEMPLAZAR MANGUERA DE ALTA. SISTEMA A/C.,10,MMTECH,2,2,26,-23.5,09-Mar-16,08-Mar-16,22-Mar-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,"se reemplazo manguera de alta y switch de alta, se cambio difusor frontal derecho",NULL,NULL
3089737,PV1-1123-TRH0403-HYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CORREGIR FUGA HIDR?ULICA POR TUBER?A DE SUCCI?N DE LA TRANSMISI?N,CORRECTION HYDROLOGICAL LEAKAGE BY TRANSMISSION SUCTION TUBER,37470,11-Mar-16,11-Mar-16,11-Mar-16,10,03-11-16 18:57,MM3,CORREGIR FUGA HIDR?ULICA POR TUBER?A DE SUCCI?N DE LA TRANSMISI?N,10,MMTECH,4,2,4,NULL,11-Mar-16,11-Mar-16,28-Mar-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,se cambiaron sellos de la tuberia de succion de la bomba de la transmision,NULL,NULL
3091405,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,REEMPLAZAR CABLE DE SEGURIDAD DE LA TOLVA.,REPLACE CABLE SAFETY CABLE.,30757,13-Mar-16,17-Aug-16,17-Aug-16,10,8/17/2016 14:55,MM3,REEMPLAZAR CABLE DE SEGURIDAD DE LA TOLVA.,10,MMTECH,4,2,8,-4,04-Aug-16,04-Aug-16,04-Aug-16,MFIGUEROA,Complete,Complete,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,LIMPIEZA DEL SISTEMA,NULL,NULL
3091513,PV1-1123-TRH0403-DTS-BP,403,BRAKE PARK DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CAMBIO DE MANGUERA DE BOMBA DE LIBERACION DE LOS FRENOS.,CHANGE OF BRAKE RELEASE PUMP HOSE.,30757,13-Mar-16,05-Apr-16,05-Apr-16,10,04-05-16 10:35,MM3,CAMBIO DE MANGUERA DE BOMBA DE LIBERACION DE LOS FRENOS.,10,MMTECH,2,1,1,1,05-Apr-16,05-Apr-16,19-Apr-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,COMPLETADA.,NULL,NULL
3093038,PV1-1123-TRH0403-ENG,403,ENGINE HAULTRUCK CATERPILLAR 789C 403,MM3,CORREGIR FALLA DEL MOTOR TERMICO (SE APAGA).,CORRECT THERMAL MOTOR FAILURE (SHUTDOWN).,37815,14-Mar-16,14-Mar-16,14-Mar-16,10,3/14/2016 17:40,MM3,CORREGIR FALLA DEL MOTOR TERMICO (SE APAGA).,10,MMTECH,6,2,2,4,14-Mar-16,14-Mar-16,28-Mar-16,ERNESTOPEREZ,Closed,Closed,0 - Immediate,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE INSPECCIONARON LOS FILTROS Y PARAMETROS (PRESION DE COMBUSTIBLE 54-170 PSI),NULL,NULL
3093080,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CAMBIO DE LUCES TRASERAS.,CHANGE OF REAR LIGHTS.,37815,14-Mar-16,14-Mar-16,14-Mar-16,10,3/14/2016 20:37,MM3,CAMBIO DE LUCES TRASERAS.,10,MMTECH,4,2,2,2.4,14-Mar-16,14-Mar-16,28-Mar-16,ERNESTOPEREZ,Closed,Closed,0 - Immediate,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,SE REEMPLAZARON LUCES DE REVERSA DE BAJA INTENSIDAD POR 2 DE ALTA INTENSIDAD.,NULL,NULL
3099067,PV1-1123-TRH0403-ACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,INSPECCION A/C EN INSP. 250 HRS,INSPECTION A / C IN INSP.†250 HRS,30796,17-Mar-16,25-Mar-16,25-Mar-16,10,3/25/2016 18:03,MM12,INSPECCION DE A/C EN PM 250 HRS,10,MMTEDI,1,1,3,-2.5,26-Mar-16,26-Mar-16,11-Apr-16,EDMENA,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,CAT789CPV101,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se le realiz¢ PM al sistema de AC por 250 horas,NULL,NULL
3099111,PV1-1123-TRH0403-FIRE,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 250 HRS),AFEX FIRE SYSTEM INSPECTION (PM 250 HRS),30796,17-Mar-16,25-Mar-16,25-Mar-16,10,3/25/2016 20:02,MM12,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 250 HRS),10,MMTEDI,2,2,3,-1,26-Mar-16,26-Mar-16,11-Apr-16,EDMENA,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,CAT789CPV103,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se inspeccion¢ el sistema de AFEX por PM 250 horas,NULL,NULL
3099819,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,36886,18-Mar-16,26-Mar-16,26-Mar-16,10,3/26/2016 10:48,MM9,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,10,MMTYRE,2,2,2,NULL,26-Mar-16,26-Mar-16,11-Apr-16,EDMENA,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789CPV180,IN-Inspection,Production,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,REALIZADO,NULL,NULL
3110627,PV1-1123-TRH0403-IMP-BED,403,BED IMPLEMENTS SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,montaje de numero laterals de la tolva,Assembly of number laterals of the hopper,28726,22-Mar-16,22-Jun-16,22-Jun-16,10,6/22/2016 8:00,MM7,montaje de numero laterals de la tolva,10,MMWELD,6,2,11,-5,22-Jun-16,22-Jun-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,NULL,RP-Repair,Production,Operator,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,realizado,NULL,NULL
3115551,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,CAMBIO DE MANGUERA DE PRESION DE LA BOMBA DE ENFRIAMIENTO.,CHANGE OF COOLING PUMP PRESSURE HOSE.,30757,23-Mar-16,22-Jun-16,22-Jun-16,10,6/22/2016 22:00,MM3,CAMBIO DE MANGUERA DE PRESION DE LA BOMBA DE ENFRIAMIENTO.,10,MMTECH,2,2,2,NULL,22-Jun-16,22-Jun-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,Y,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,REALIZADO,NULL,NULL
3120270,PV1-1123-TRH0403-FRM,403,FRAME HAULTRUCK CATERPILLAR 789C 403,MM3,Instalar tapas de guiggins de suministro.,Install guiggins lids.,31314,24-Mar-16,20-Sep-16,03-Oct-16,10,9/20/2016 14:39,MM3,Instalar tapas de guiggins de suministro.,10,MMTECH,4,2,4,NULL,29-Sep-16,20-Sep-16,02-Oct-16,WORKORDERCOSTING,Complete,Complete,2 - Due less than 14 days,N,CM - Corrective,Not Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,WORK ORDER VALIDADA POR MONITOREO.,NULL,NULL
3134196,PV1-1123-TRH0403-DTS-BRK,403,SYSTEM BRAKE DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CAMBIAR SENSOR DE TEMPERATURA DE FRENOS TRASEROS DERECHO,CHANGE RIGHT REAR BRAKES TEMPERATURE SENSOR,37470,29-Mar-16,29-Mar-16,29-Mar-16,10,3/29/2016 1:50,MM3,CAMBIAR SENSOR DE TEMPERATURA DE FRENOS TRASEROS DERECHO,10,MMTECH,4,2,8,-4,29-Mar-16,29-Mar-16,12-Apr-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,COMPLETADA.,NULL,NULL
3136025,PV1-1123-TRH0403-ACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,FALLA CON EL A/C.,FAILED WITH THE A / C.,37814,29-Mar-16,29-Mar-16,29-Mar-16,10,3/29/2016 9:36,MM12,FALLA CON EL A/C.,10,MMTEDI,3,2,4,-1,29-Mar-16,29-Mar-16,12-Apr-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,REPARACION ELECTRICA EN EL ARNE DEL COMPRESOR.,NULL,NULL
3142997,PV1-1123-TRH0403-ACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,INSPECCION A/C EN PM,INSPECTION A / C IN PM,30796,31-Mar-16,05-Apr-16,05-Apr-16,10,04-05-16 12:58,MM12,Realizar Inspeccion A/C en PM,10,MMTEDI,1,1,1,NULL,05-Apr-16,05-Apr-16,19-Apr-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,PDM-Predictive,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,INSPECCION SEGUN CHECK LIST.,NULL,NULL
3143089,PV1-1123-TRH0403-FIRE,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,INSPECCION SISTEMA RED CONTRA INCENDIO AFEX,INSPECTION SYSTEM AFEX FIRE RED,30796,31-Mar-16,05-Apr-16,05-Apr-16,10,04-05-16 14:12,MM12,INSPECCION SISTEMA RED CONTRA INCENDIO AFEX,10,MMTEDI,2,2,1,1,05-Apr-16,05-Apr-16,19-Apr-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,INSPECCION SEGUN CHECK LIST.,NULL,NULL
3146079,PV1-1123-TRH0403-ENG,403,ENGINE HAULTRUCK CATERPILLAR 789C 403,MM3,CORREGIR FALLA DEL MOTOR. (SE APAGO),CORRECT ENGINE FAILURE.†(IT TURNED OFF),37814,01-Apr-16,01-Apr-16,01-Apr-16,10,04-01-16 15:15,MM3,CORREGIR FALLA DEL MOTOR. (SE APAGO),10,MMTECH,6,2,3,3,01-Apr-16,01-Apr-16,15-Apr-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SENSOR DE VELOCIDAD ESTABA FLOJO.,NULL,NULL
3156204,PV1-1123-TRH0403-HYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,"TAPONES PARA WIGGING DE LLENADO DE FLUIDOS, (BACKLOG) (N)",WIGGING PLUGS FOR FLUID FILLING (BACKLOG) (N),32468,05-Apr-16,16-Aug-16,16-Aug-16,10,8/16/2016 13:00,MM3,"TAPONES PARA WIGGING DE LLENADO DE FLUIDOS, (BACKLOG)",10,MMTECH,1,1,1,NULL,16-Aug-16,16-Aug-16,25-Aug-16,RNUNEZLANTIGUA,Complete,Complete,3 - Due less than 30 days,Y,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,Realizado,NULL,NULL
3156216,PV1-1123-TRH0403-HYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,INSPECCIONAR SELLO DEL YOKE DE SALIDA DEL CARDAN DEL PTOP DE LAS BOMBAS (GENERAR BACKLOG),INSPECT PUMP PTOP CARDAN OUTPUT YOKE SEAL (GENERATE BACKLOG),32468,05-Apr-16,22-Jun-16,22-Jun-16,10,6/22/2016 10:00,MM3,CAMBIO DE SELLO DEL YOKE DE SALIDA DEL CARDAN DEL PTOP DE LAS BOMBAS (BACKLOGS),10,MMTECH,4,2,4,NULL,22-Jun-16,22-Jun-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,Y,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,INSPECCIONAR SELLO DEL YOKE DE SALIDA DEL CARDAN DEL PTOP DE LAS BOMBAS (GENERAR BACKLOG),NULL,NULL
3156229,PV1-1123-TRH0403-HYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CAMBIO DE SELLOS DEL SCREEN DE LAS MANGUERAS DEL CONTROL DEL HOIST HASTA LA BOMBA DE ALZA,CHANGE OF HOIST CONTROL HOSES SCREEN SEALS TO THE BOOST PUMP,32468,05-Apr-16,22-Jun-16,22-Jun-16,10,6/22/2016 19:00,MM3,"CAMBIO DE SELLOS DEL SCREEN DE LAS MANGUERAS DEL CONTROL DEL HOIST HASTA LA BOMBA DE ALZA, (BACKLOG)",10,MMTECH,4,2,1,3,22-Jun-16,22-Jun-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,Y,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,CAMBIO DE SELLOS DEL SCREEN DE LAS MANGUERAS DEL CONTROL DEL HOIST HASTA LA BOMBA DE ALZA,NULL,NULL
3156241,PV1-1123-TRH0403-DTS-BRK-REL,403,BRAKE LEFT REAR DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,"CAMBIO DE SELLO DE LA TUBERIA DE ENFRIAMIENTO DE LOS FRENOS TRASERO IZQUIERDO
",SEAL CHANGE OF COOLING LINE BRAKE PIPE LEFT†,32468,05-Apr-16,22-Jun-16,22-Jun-16,10,6/22/2016 21:00,MM3,CAMBIO DE SELLO DE LA TUBERIA DE ENFRIAMIENTO DE LOS FRENOS TRASERO IZQUIERDO,10,MMTECH,1,1,1,NULL,22-Jun-16,22-Jun-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,Y,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,CAMBIO DE SELLO DE LA TUBERIA DE ENFRIAMIENTO DE LOS FRENOS TRASERO IZQUIERDO,NULL,NULL
3156886,PV1-1123-TRH0403-HYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,REALIZAR INSPECCI?N AL SISTEMA DE LUBRICACI?N AUTOM?TICA,INSPECT THE AUTOMATIC LUBRICATION SYSTEM,37470,05-Apr-16,04-Apr-16,04-Apr-16,10,04-04-16 9:15,MM3,REALIZAR INSPECCI?N AL SISTEMA DE LUBRICACI?N AUTOM?TICA,10,MMTECH,1,1,1,NULL,04-Apr-16,04-Apr-16,18-Apr-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,IN-Inspection,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se calibr¢ inyector de grasa del frame,NULL,NULL
3178871,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,cambiar sensor de temperatura de freno trasero izquierdo,Change rear left brake temperature sensor,37816,11-Apr-16,11-Apr-16,11-Apr-16,10,04-11-16 7:44,MM3,cambiar sensor de temperatura de freno trasero izquierdo,10,MMTECH,2,2,8,-6,11-Apr-16,11-Apr-16,25-Apr-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,Se reemplaz¢ sensor de temperatura de frenos traseros izquierdo y se corrigi¢ fuga de aire por v†lvula. Se chequearon los niveles,NULL,NULL
3182500,PV1-1123-TRH0403-DTS-DIF,403,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,LIMPIEZA MIRILLA ACEITE DIFERENCIAL Y VERIFICACION E INSPECCION SWITCH DE NIVEL.,CLEANING MIRROR DIFFERENTIAL OIL AND CHECK AND INSPECTION LEVEL SWITCH.,21711,12-Apr-16,25-Apr-16,25-Apr-16,10,4/25/2016 14:03,MM3,LIMPIEZA A LA MIRILLA DEL NIVEL ACEITE DIFERENCIAL.,10,MMTECH,11,2,NULL,11,NULL,NULL,25-Apr-16,MDELACRUZ,Cancelled,Cancelled,5 - Shutdown,Y,PM - Preventative,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3182751,PV1-1123-TRH0403-DTS,403,DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,Reemplazar semiejes LH/RH,Replace half-axles LH / RH,37816,12-Apr-16,26-May-16,27-May-16,10,5/26/2016 21:00,MM3,Reemplazar semiejes LH/RH,10,MMTECH,16,2,16,NULL,27-May-16,26-May-16,09-Jun-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,Y,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,SIN DOCUMENTOS AUTORIZADO POR WILSON REYES PARA COMPLETAR,NULL,NULL
